CIS,Nom,Nom_Substance
63196690,"SALBUTAMOL TEVA 5 mg/2,5 mL, solution pour inhalation par nébuliseur en récipient unidose",SULFATE DE SALBUTAMOL
68174071,"SALBUTAMOL VIATRIS 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose",SULFATE DE SALBUTAMOL
68886446,"SALBUTAMOL VIATRIS 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose",SULFATE DE SALBUTAMOL
66231292,"SALBUTAMOL VIATRIS 5 mg/5 ml, solution pour perfusion",SULFATE DE SALBUTAMOL
61714383,"SALFLUAIR EASYHALER 250 microgrammes/50 microgrammes/dose, poudre pour inhalation",PROPIONATE DE FLUTICASONE
61714383,"SALFLUAIR EASYHALER 250 microgrammes/50 microgrammes/dose, poudre pour inhalation",XINAFOATE DE SALMÉTÉROL
69144857,"SALFLUAIR EASYHALER 500 microgrammes/50 microgrammes/dose, poudre pour inhalation",PROPIONATE DE FLUTICASONE
69144857,"SALFLUAIR EASYHALER 500 microgrammes/50 microgrammes/dose, poudre pour inhalation",XINAFOATE DE SALMÉTÉROL
60329609,"SALICAIRINE, solution buvable",EXTRAIT FLUIDE DES PARTIES AÉRIENNES FLEURIES DE SALICAIRE
65711534,"SALICYLICUM ACIDUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",SALICYLICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
68242088,"SALIX ALBA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",SALIX ALBA POUR PRÉPARATIONS HOMÉOPATHIQUES
69847994,"SALVACYL L.P. 11,25 mg, poudre et solvant pour suspension injectable à libération prolongée",TRIPTORÉLINE (EMBONATE DE)
63117668,"SALVIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",SALVIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
66415075,"SAMBUCUS NIGRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES
65728925,"SAMBUCUS NIGRA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES
62935801,"SANDIMMUN 50 mg/ml, solution à diluer pour perfusion",CICLOSPORINE
66004031,"SANDOSTATINE 100 microgrammes/1 mL, solution injectable/pour perfusion",ACÉTATE D'OCTRÉOTIDE
68949551,"SANDOSTATINE 50 microgrammes/1 mL, solution injectable/pour perfusion",ACÉTATE D'OCTRÉOTIDE
61707595,"SANDOSTATINE 500 microgrammes/1 mL, solution injectable/pour perfusion",ACÉTATE D'OCTRÉOTIDE
64494476,"SANDOSTATINE L.P. 10 mg, poudre et solvant pour suspension injectable",ACÉTATE D'OCTRÉOTIDE
69869122,"SANDOSTATINE L.P. 20 mg, poudre et solvant pour suspension injectable",ACÉTATE D'OCTRÉOTIDE
61881699,"SANDOSTATINE L.P. 30 mg, poudre et solvant pour suspension injectable",ACÉTATE D'OCTRÉOTIDE
60637770,"SANGUINARIA CANADENSIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
64547270,"SANGUINARIA CANADENSIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
64373777,"SANGUINARIA CANADENSIS, décocté WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH",SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
64499523,"SANGUINARINA NITRICA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",SANGUINARINA NITRICA POUR PRÉPARATIONS HOMÉOPATHIQUES
65071205,"SANICULA EUROPAEA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",SANICULA EUROPAEA POUR PRÉPARATIONS HOMÉOPATHIQUES
65458611,"SANMIGRAN 0,50 mg, comprimé enrobé",MALATE DE PIZOTIFÈNE
63893967,"SANTAHERBA, solution buvable en gouttes",BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",LOBELIA INFLATA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",SOLIDAGO VIRGA AUREA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",STRAMONIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",ADRENALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",GALEOPSIS OCHROLEUCA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",YERBA SANTA POUR PRÉPARATIONS HOMÉOPATHIQUES
63893967,"SANTAHERBA, solution buvable en gouttes",EPHEDRA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES
66627288,"SANTAMED 01, mélange de plantes pour tisane en sachet",FRÊNE (FEUILLE DE)
66627288,"SANTAMED 01, mélange de plantes pour tisane en sachet",CASSIS (FEUILLE DE)
66627288,"SANTAMED 01, mélange de plantes pour tisane en sachet",THÉ VERT (FEUILLE DE) (EXTRAIT SEC DE)
60803021,"SANTAMED 01, mélange de plantes pour tisane en vrac",FRÊNE (FEUILLE DE)
60803021,"SANTAMED 01, mélange de plantes pour tisane en vrac",CASSIS (FEUILLE DE)
60803021,"SANTAMED 01, mélange de plantes pour tisane en vrac",THÉ VERT (FEUILLE DE) (EXTRAIT SEC DE)
68330410,"SANTAMED N9, plantes pour tisane en sachet",FEUILLE DE MÉLISSE
68330410,"SANTAMED N9, plantes pour tisane en sachet",PARTIE AÉRIENNE DE PASSIFLORE
68330410,"SANTAMED N9, plantes pour tisane en sachet",SOMMITÉ FLEURIE D'AUBÉPINE
65472835,"SANTAMED N9, plantes pour tisane en vrac",FEUILLE DE MÉLISSE
65472835,"SANTAMED N9, plantes pour tisane en vrac",PARTIE AÉRIENNE DE PASSIFLORE
65472835,"SANTAMED N9, plantes pour tisane en vrac",SOMMITÉ FLEURIE D'AUBÉPINE
68335966,"SANTURIL 500 mg, comprimé sécable",PROBÉNÉCIDE
61365985,"SAPHNELO 300 mg, solution à diluer pour perfusion",ANIFROLUMAB 
61678528,SAPONARIA COMPOSE,HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,BERBERIS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,SAPONARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,LAPPA MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,VIOLA TRICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES
61678528,SAPONARIA COMPOSE,RHUS VERNIX POUR PRÉPARATIONS HOMÉOPATHIQUES
65625640,"SAPONARIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",SAPONARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
66510160,"SAPROPTERINE ARROW 100 mg, comprimé pour solution buvable",DICHLORHYDRATE DE SAPROPTÉRINE
66207359,"SAPROPTERINE DIPHARMA 100 mg, comprimé pour solution buvable",DICHLORHYDRATE DE SAPROPTÉRINE
60619434,"SAPROPTERINE DIPHARMA 100 mg, poudre pour solution buvable",DICHLORHYDRATE DE SAPROPTÉRINE
64320931,"SAPROPTERINE DIPHARMA 500 mg, poudre pour solution buvable",DICHLORHYDRATE DE SAPROPTÉRINE
61129650,"SAPROPTERINE TEVA 100 mg, comprimé pour solution buvable",DICHLORHYDRATE DE SAPROPTÉRINE
66510210,"SARCLISA 20 mg/mL, solution à diluer pour perfusion",ISATUXIMAB 
65151555,"SARCOLACTICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SARCOLACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62999615,"SARGENOR A LA VITAMINE C, comprimé effervescent",ACIDE ASCORBIQUE
62999615,"SARGENOR A LA VITAMINE C, comprimé effervescent",ARGININE (ASPARTATE D')
62017273,"SARSAPARILLA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
65483917,"SARSAPARILLA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
62361751,"SAVENE 20 mg/ml, poudre et solvant pour solution à diluer pour perfusion.",CHLORHYDRATE DE DEXRAZOXANE
69304991,"SAWIS 2 mg, comprimé",DIÉNOGEST
69497597,"SAWIS 2 mg, comprimé",DIÉNOGEST
62363108,"SAXAGLIPTINE BIOGARAN 5 mg, comprimé pelliculé",CHLORHYDRATE DE SAXAGLIPTINE DIHYDRATÉ
61756418,"SAXENDA 6 mg/ml, solution injectable en stylo prérempli",LIRAGLUTIDE 
68034920,"SAXIFRAGA GRANULATA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",SAXIFRAGA GRANULATA POUR PRÉPARATIONS HOMÉOPATHIQUES
66128246,"SCANDONEST 20 mg/mL ADRENALINEE au 1/100 000, solution injectable à usage dentaire",ADRÉNALINE
66128246,"SCANDONEST 20 mg/mL ADRENALINEE au 1/100 000, solution injectable à usage dentaire",CHLORHYDRATE DE MÉPIVACAÏNE
66701169,"SCANDONEST 30 mg/mL, solution injectable à usage dentaire",CHLORHYDRATE DE MÉPIVACAÏNE
67826243,"SCEMBLIX 20 mg, comprimé pelliculé",CHLORHYDRATE D'ASCIMINIB
65990614,"SCEMBLIX 40 mg, comprimé pelliculé",CHLORHYDRATE D'ASCIMINIB
65381143,"SCILLA MARITIMA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",SCILLA MARITIMA POUR PRÉPARATIONS HOMÉOPATHIQUES
68516450,SCINTIMUN 1 mg trousse pour préparation radiopharmaceutique,BESILÉSOMAB 
66471946,"SCLEROCALCINE, comprimé à croquer",SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES
66471946,"SCLEROCALCINE, comprimé à croquer",CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
66471946,"SCLEROCALCINE, comprimé à croquer",CROCUS SATIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES
66471946,"SCLEROCALCINE, comprimé à croquer",SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES
66471946,"SCLEROCALCINE, comprimé à croquer",SECALE CORNUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
69588545,"SCOBUREN 20 mg/mL, solution injectable en ampoule",BUTYLBROMURE DE SCOPOLAMINE
63958849,"SCOPODERM TTS 1 mg/72 heures, dispositif transdermique",SCOPOLAMINE
68731823,"SCOPODERM TTS 1 mg/72 heures, dispositif transdermique",SCOPOLAMINE
64151164,"SCOPOLAMINE BUTYLBROMURE KALCEKS 20 mg/mL, solution injectable",BUTYLBROMURE DE SCOPOLAMINE
64665646,"SCOPOLAMINE COOPER 0,5 mg/2 ml, solution injectable",BROMHYDRATE DE SCOPOLAMINE
69899090,"SCORODITE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",SCORODITE POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,PHYTOLACCA DECANDRA POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,SOLIDAGO VIRGA AUREA POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,CALCAREA IODATA POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63096850,SCROFULARIA COMPOSE,SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
64323361,"SCROFULARIA NODOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
64473489,"SCROFULARIA NODOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
66436824,"SCUTELLARIA LATERIFLORA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SCUTELLARIA LATERIFLORA POUR PRÉPARATIONS HOMÉOPATHIQUES
67588742,"SCYOVA 240 mg/mL + 12 mg/mL, solution pour perfusion",FOSLÉVODOPA
67588742,"SCYOVA 240 mg/mL + 12 mg/mL, solution pour perfusion",FOSCARBIDOPA
64977368,"SEASONIQUE 150 microgrammes/30 microgrammes + 10 microgrammes, comprimé pelliculé",ÉTHINYLESTRADIOL
64977368,"SEASONIQUE 150 microgrammes/30 microgrammes + 10 microgrammes, comprimé pelliculé",LÉVONORGESTREL
68944262,"SECALE CORNUTUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SECALE CORNUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62749647,"SECALE CORNUTUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SECALE CORNUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63820798,"SECNOL 2 g, granulés en sachet-dose",SECNIDAZOLE
66931921,"SECTRAL 200 mg, comprimé pelliculé",CHLORHYDRATE D'ACÉBUTOLOL
61969626,"SECTRAL 40 mg/mL, solution buvable en flacon",ACÉBUTOLOL (CHLORHYDRATE D')
64000931,"SECTRAL 400 mg, comprimé pelliculé",CHLORHYDRATE D'ACÉBUTOLOL
67579483,"SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée",CHLORHYDRATE D'ACÉBUTOLOL
66882901,"SEDACOLLYRE CETYLPYRIDINIUM 0,25 POUR MILLE, collyre en récipient unidose",CHLORURE DE CÉTYLPYRIDINIUM
68829541,"SEDATIF PC, comprimé sublingual",VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
68829541,"SEDATIF PC, comprimé sublingual",BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES
68829541,"SEDATIF PC, comprimé sublingual",CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
68829541,"SEDATIF PC, comprimé sublingual",CHELIDONIUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES
68829541,"SEDATIF PC, comprimé sublingual",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES
68829541,"SEDATIF PC, comprimé sublingual",VIBURNUM OPULUS POUR PRÉPARATIONS HOMÉOPATHIQUES
61951635,"SEDATIF PC, granules",VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61951635,"SEDATIF PC, granules",BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES
61951635,"SEDATIF PC, granules",CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61951635,"SEDATIF PC, granules",CHELIDONIUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES
61951635,"SEDATIF PC, granules",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES
61951635,"SEDATIF PC, granules",VIBURNUM OPULUS POUR PRÉPARATIONS HOMÉOPATHIQUES
69054954,"SEDATIF TIBER, sirop",AUBÉPINE (EXTRAIT D') (FLUIDE)
69054954,"SEDATIF TIBER, sirop",PASSIFLORE (EXTRAIT DE) (FLUIDE)
69054954,"SEDATIF TIBER, sirop",BROMURE DE SODIUM
69054954,"SEDATIF TIBER, sirop",BROMURE DE POTASSIUM
65810475,"SEDERMYL 0,75 %, crème",CHLORHYDRATE D'ISOTHIPENDYL
64578846,"SEDINAX, comprimé pelliculé",EXTRAIT SEC DE RACINE DE VALÉRIANE
66400454,"SEDORRHOIDE CRISE HEMORROIDAIRE, crème rectale",BENZOCAÏNE
66400454,"SEDORRHOIDE CRISE HEMORROIDAIRE, crème rectale",DODÉCLONIUM (BROMURE DE)
66400454,"SEDORRHOIDE CRISE HEMORROIDAIRE, crème rectale",ÉNOXOLONE
66400454,"SEDORRHOIDE CRISE HEMORROIDAIRE, crème rectale",ESCULOSIDE SESQUIHYDRATÉ
66426495,"SEDORRHOIDE CRISE HEMORROIDAIRE, suppositoire",BENZOCAÏNE
66426495,"SEDORRHOIDE CRISE HEMORROIDAIRE, suppositoire",DODÉCLONIUM (BROMURE DE)
66426495,"SEDORRHOIDE CRISE HEMORROIDAIRE, suppositoire",ÉNOXOLONE
66426495,"SEDORRHOIDE CRISE HEMORROIDAIRE, suppositoire",ESCULOSIDE SESQUIHYDRATÉ
65014909,"SEDUM ACRE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",SEDUM ACRE POUR PRÉPARATIONS HOMÉOPATHIQUES
69941269,"SEEBRI BREEZHALER 44 microgrammes, poudre pour inhalation en gélule",BROMURE DE GLYCOPYRRONIUM
67806924,"SELENIUM INJECTABLE 10 microgrammes/ml, solution à diluer pour perfusion",SODIUM (SÉLÉNITE DE)
61914590,"SELENIUM METALLICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
65377426,"SELENIUM METALLICUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63258786,"SELENIUM OLIGOSOL 100 microgrammes/2 ml, solution buvable en ampoule",SÉLÉNITE DE SODIUM
69939535,"SELENIUM PANPHARMA 100 microgrammes, solution injectable",SÉLÉNITE DE SODIUM PENTAHYDRATÉ
60670489,"SELEXID 200 mg, comprimé pelliculé",PIVMÉCILLINAM (CHLORHYDRATE DE)
61009850,"SELGINE, pâte dentifrice",SODIUM (CHLORURE DE)
63957761,"SELINCRO 18 mg, comprimé pelliculé",CHLORHYDRATE DE NALMÉFÈNE DIHYDRATÉ
68179830,"SELOKEN 100 mg, comprimé sécable",TARTRATE DE MÉTOPROLOL
68679426,"SELOKEN L P 200 mg, comprimé à libération prolongée",TARTRATE DE MÉTOPROLOL
68428420,"SELOZOK LP 190 mg, comprimé pelliculé à libération prolongée",SUCCINATE DE MÉTOPROLOL
64354570,"SELOZOK LP 23,75 mg, comprimé pelliculé sécable à libération prolongée",SUCCINATE DE MÉTOPROLOL
65340488,"SELOZOK LP 95 mg, comprimé pelliculé à libération prolongée",SUCCINATE DE MÉTOPROLOL
60408661,"SEMGLEE 100 unités/ml, solution injectable en stylo prérempli",INSULINE GLARGINE 
69868910,"SEMPERVIVUM TECTORUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SEMPERVIVUM TECTORUM POUR PRÉPARATIONS HOMÉOPATHIQUES
69192955,"SENAJOR 0,5 mmol/mL, solution injectable",ACIDE GADOTÉRIQUE
61456303,"SENEGA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES
68547816,"SENEGA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES
64195869,"SENNA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SENNA POUR PREPARATIONS HOMEOPATHIQUES
63859541,"SENNA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SENNA POUR PREPARATIONS HOMEOPATHIQUES
68822881,"SENSIVISION AU PLANTAIN, collyre en récipient unidose",PLANTAIN LANCÉOLÉ (FEUILLE DE) (EXTRAIT MOU DE)
69135192,SEPIA COMPOSE BOIRON,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,HAMAMELIS POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,SEPIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
69135192,SEPIA COMPOSE BOIRON,COLLINSONIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61621833,"SEPIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SEPIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
68384454,"SEPIA OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",SEPIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
63088832,"SEPIA OFFICINALIS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",SEPIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
60484221,"SEPTANEST 40 mg/mL ADRENALINEE AU 1/100 000, solution injectable à usage dentaire",TARTRATE D'ADRÉNALINE
60484221,"SEPTANEST 40 mg/mL ADRENALINEE AU 1/100 000, solution injectable à usage dentaire",CHLORHYDRATE D'ARTICAÏNE
69208046,"SEPTANEST 40 mg/mL ADRENALINEE AU 1/200 000, solution injectable à usage dentaire",TARTRATE D'ADRÉNALINE
69208046,"SEPTANEST 40 mg/mL ADRENALINEE AU 1/200 000, solution injectable à usage dentaire",CHLORHYDRATE D'ARTICAÏNE
66795478,"SEPTEAL, solution pour application cutanée",CHLORHEXIDINE (DIGLUCONATE DE)
67127581,"SEPTIVON 1,5 %, solution pour application cutanée",DIGLUCONATE DE CHLORHEXIDINE
60935496,"SEQUOIA GIGANTEA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",SEQUOIA GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES
66362637,"SERC 8 mg, comprimé",DICHLORHYDRATE DE BÉTAHISTINE
60518136,"SERECOR 300 mg, gélule à libération prolongée",HYDROQUINIDINE (CHLORHYDRATE D')
68808732,"SEREPROSTA 160 mg, gélule",PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE)
68269975,"SERESTA 10 mg, comprimé",OXAZÉPAM
60351986,"SERESTA 50 mg, comprimé sécable",OXAZÉPAM
68579664,"SERETIDE 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",PROPIONATE DE FLUTICASONE
68579664,"SERETIDE 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",XINAFOATE DE SALMÉTÉROL
69505268,"SERETIDE 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",PROPIONATE DE FLUTICASONE
69505268,"SERETIDE 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",XINAFOATE DE SALMÉTÉROL
61073237,"SERETIDE 250 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",PROPIONATE DE FLUTICASONE
61073237,"SERETIDE 250 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",XINAFOATE DE SALMÉTÉROL
64587838,"SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",PROPIONATE DE FLUTICASONE
64587838,"SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",XINAFOATE DE SALMÉTÉROL
64956064,"SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",PROPIONATE DE FLUTICASONE
64956064,"SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse",XINAFOATE DE SALMÉTÉROL
67546191,"SERETIDE DISKUS 100 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose",PROPIONATE DE FLUTICASONE
67546191,"SERETIDE DISKUS 100 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose",XINAFOATE DE SALMÉTÉROL
61572165,"SERETIDE DISKUS 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose",PROPIONATE DE FLUTICASONE
61572165,"SERETIDE DISKUS 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose",XINAFOATE DE SALMÉTÉROL
60569419,"SERETIDE DISKUS 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose",PROPIONATE DE FLUTICASONE
60569419,"SERETIDE DISKUS 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose",XINAFOATE DE SALMÉTÉROL
67274478,"SEREVENT 25 microgrammes/dose, suspension pour inhalation en flacon pressurisé",XINAFOATE DE SALMÉTÉROL
69163238,"SEREVENT DISKUS 50 microgrammes/dose, poudre pour inhalation",XINAFOATE DE SALMÉTÉROL
67219535,"SEROPLEX 10 mg, comprimé pelliculé sécable",OXALATE D'ESCITALOPRAM
60474889,"SEROPLEX 15 mg, comprimé pelliculé sécable",OXALATE D'ESCITALOPRAM
65503782,"SEROPLEX 20 mg, comprimé pelliculé sécable",OXALATE D'ESCITALOPRAM
62111790,"SEROPLEX 20 mg/ml, solution buvable en gouttes",OXALATE D'ESCITALOPRAM
60958897,"SEROPLEX 5 mg, comprimé pelliculé",OXALATE D'ESCITALOPRAM
69388669,"SEROPRAM 20 mg, comprimé pelliculé sécable",BROMHYDRATE DE CITALOPRAM
69901965,"SEROPRAM 20 mg/0,5 ml, solution à diluer pour perfusion",CHLORHYDRATE DE CITALOPRAM
68231138,"SEROPRAM 40 mg/ml, solution buvable",CHLORHYDRATE DE CITALOPRAM
63553427,"SEROTONINUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",SEROTONINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
